JURIS_NAME,YEAR,APN,STREET_ADDRESS,UNIT_CAT,TENURE,VLOW_INCOME_DR,VLOW_INCOME_NDR,LOW_INCOME_DR,LOW_INCOME_NDR,MOD_INCOME_DR,MOD_INCOME_NDR,BP_VLOW_INCOME_DR,BP_VLOW_INCOME_NDR,BP_LOW_INCOME_DR,BP_LOW_INCOME_NDR,BP_MOD_INCOME_DR,BP_MOD_INCOME_NDR,CO_VLOW_INCOME_DR,CO_VLOW_INCOME_NDR,CO_LOW_INCOME_DR,CO_LOW_INCOME_NDR,CO_MOD_INCOME_DR,CO_MOD_INCOME_NDR,DR_TYPE,TERM_AFF_DR,DENSITY_BONUS_TOTAL,NOTES
SUNNYVALE,2018,20568029,910 E DUANE AV 4,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20564045,830  GRIDLEY TR 3,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
MORGAN HILL,2022,72625061,18309 BARROSA LN,5+,Renter,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,INC,55,0,
MORGAN HILL,2022,72642001,19380 Monterey Rd,5+,Owner,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
LOS GATOS,2023,N/A,14225 Walker,5+,Renter,0,0,0,0,0,0,49,0,0,0,1,0,49,0,0,0,1,0,INC,,0,
SUNNYVALE,2018,-3671,557  CHARLES FRAKER TR 2,5+,Owner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,30,0,
SUNNYVALE,2018,-3848,846  COTATI TR 16,5+,Owner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,30,0,
SUNNYVALE,2018,-3960,533  SAN LORENZO TR 2,5+,Owner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,30,0,
IRVINE,2023,445-01120-,2171 CAMPUS DR,5+,Renter,0,0,0,0,0,0,53,0,1,0,35,0,0,0,0,0,0,0,DB,55,25,There were no assistance programs associated with this project
IRVINE,2023,445-01311-,3100 MARTIN,5+,Renter,0,0,0,0,0,0,18,0,0,0,11,0,0,0,0,0,0,0,DB,30,25,There were no assistance programs associated with this project. Include Inclusionary requirements
PALO ALTO,2024,147-03-038,800 SAN ANTONIO RD,5+,Owner,6,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,99,0,Project has deed restricted units through its inclusionary housing policy. No financial subsidies.
SUNNYVALE,2018,20947005,731 E EVELYN AV,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,-3583,552  GALT TR 3,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20568087,840 E DUANE AV 10,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20567031,810  COTATI TR 2,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20564002,838  GALT TR 5,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
GROVER BEACH,2022,60242057,1206 W Grand,5+,Renter,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,71,
INGLEWOOD,2021,4017025903,716 Beach Ave,5+,Renter,5,0,18,0,18,0,5,0,18,0,18,0,5,0,18,0,18,0,DB,55,100,
BERKELEY,2022,060 240500100,1201 SAN PABLO,5+,Renter,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,32.5,
BERKELEY,2022,057 204601000,2111 UNIVERSITY,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,INC,1000,0,
BERKELEY,2022,054 171900100,2701 SHATTUCK,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,DB,1000,35,
SAN FRANCISCO,2019,3730007,65 - 67 LANGTON ST,5+,Renter,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,0595008,2050 Van Ness Ave / 1675 Pacific Ave,5+,Renter,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,0766010,555 GOLDEN GATE AV,5+,Owner,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,6522064,3001 24TH ST,5+,Renter,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,DB,,0,17.4%
SAN FRANCISCO,2019,3532019B,235 VALENCIA ST,5+,Renter,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,INC,,0,
SONOMA,2024,018-131-018,254 First Street East,5+,Owner,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
WOODLAND,2024,064-081-041-000,Cottonwood Street and  W Beamer Street,5+,Renter,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,None
WEST HOLLYWOOD,2022,5554002010,1301 FAIRFAX AVE,5+,Renter,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,35,
WEST HOLLYWOOD,2022,4339017030,948 SAN VICENTE BLVD BUILDING,5+,Renter,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,50,
WEST HOLLYWOOD,2022,5529009034,1001 FAIRFAX AVE,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,DB,1000,35,
SANTA MONICA,2024,1976-01-26,2501 Wilshire Blvd,5+,Renter,6,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0.48999999999999999,
SANTA MONICA,2024,4282-028-019,1527 Lincoln Blvd,5+,Renter,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0.5,
SANTA MONICA,2024,4266-016-051,2729  WILSHIRE BLVD,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INC,,0,
SANTA MONICA,2024,1967-12-09,1342  BERKELEY ST,5+,Renter,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,INC,99,0,
BERKELEY,2022,057 202201900,1950 ADDISON,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,DB,1000,20,
SAN JOSE,2023,277-22-009,1510 Parkmoor Ave.,5+,Renter,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN JOSE,2023,467-30-038,934 E Santa Clara St.,5+,Renter,52,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,AB2162
BERKELEY,2022,057 202501300,2000 UNIVERSITY,5+,Renter,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,DB,1000,32.5,
BERKELEY,2022,055 189600500,2440 SHATTUCK,5+,Renter,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,32.5,
BELMONT,2022,46031070,1325 OLD COUNTY ROAD,5+,Renter,0,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,INC,99,0,Project Development Agreement to grant exceptions
SUNNYVALE,2022,16513080,311 S MATHILDA AV,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,DB,55,35,N
LEMON GROVE,2018,499-220-53,8465 Broadway,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,DB,55,0,
SAN FRANCISCO,2019,1809028,3945 JUDAH ST,5+,Renter,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,0
SAN FRANCISCO,2019,3780044,975 BRYANT ST,5+,Renter,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,8901002,1 AVENUE OF THE PALMS *,5+,Renter,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,1107008,2500 TURK BL,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,0855016,1700 MARKET ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,3505020,42 OTIS ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,2648019,4230 18TH ST,5+,Renter,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,0857007,95 LAGUNA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,4044013,777 TENNESSEE ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,INC,,0,
SAN FRANCISCO,2019,4041009,680 INDIANA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,INC,,0,
SAN FRANCISCO,2019,3995022,595 MARIPOSA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,3736190,41 TEHAMA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,3725068,475 MINNA ST,5+,Renter,22,0,113,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,35%
SAN FRANCISCO,2019,0300003C,820 POST ST,5+,Owner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,8954001,201 MACALLA RD,5+,Owner,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,3510058,915 MINNA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,INC,,0,
SAN FRANCISCO,2019,4108017,901 TENNESSEE ST,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,INC,,0,
SAN FRANCISCO,2019,4105009,800 INDIANA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SAN FRANCISCO,2019,3615055,606 CAPP ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
FRESNO,2022,44409228,1538 E CLINTON AVE,5+,Renter,0,55,0,22,0,0,0,55,0,22,0,0,0,0,0,0,0,0,DB,,113,Parking reduction: project required 105 parking stalls and allowed 12. Concessions: 20% modification of street facing window glazing ratio and vertical proportion.
SAN JOSE,2022,26415024,740 SAN CARLOS ST,5+,Renter,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,deed restriction also sb 35
SAN JOSE,2022,25947069,543 LORRAINE AVE,5+,Renter,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,50,
SAN JOSE,2022,47217005,838 1ST ST,5+,Renter,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
VENTURA,2024,132-0-080-275,3030 Johnson Dr,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,INC,30,0,
CAMPBELL,2024,41208061,228 - 246 RAILWAY AVE (10 UNITS) BUILDING 4,5+,Owner,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,DB,0,0.25,
LONG BEACH,2024,7273023011,711 Pine Avenue,5+,Renter,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,Inclusionary requirements covenanted the required affordable units within the project
LONG BEACH,2024,7274015058,999 Atlantic Ave.,5+,Renter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,Inclusionary requirements covenanted the required affordable units within the project
CALEXICO,2024,058-180-082,1005 REMINGTON CT,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,DB,,0,
REDLANDS,2024,016902119,1215 TEXAS ST,5+,Renter,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,DB,,0.14000000000000001,No
SAN LUIS OBISPO,2018,053-433-051,3171 Violet,5+,Renter,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,DB," LHTF""",0,0
IRVINE,2024,580-491-30,100 Magnet,5+,Renter,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,DB,,0.20000000000000001,
CONCORD,2021,126132005,1650 Ashbury Dr.,5+,Renter,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,42,SB 35 Project. Assistance Programs are TBD. Incentive pertained to the open space requirement.
EL CENTRO,2021,064-470-103,1625 Waterman,5+,Renter,84,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,50,Y
SAN LUIS OBISPO,2018,053-231-047,3682 Broad,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,37,0,9,0,0,0,DB,DB,0,
MANTECA,2018,20822008,510 COTTAGE AVE MANTECA CA 95336,5+,Renter,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,INC,,0,
SANTA ANA,2024,198-182-21,101 N Harbor,5+,Owner,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,45,0,
MONTEREY,2021,001-691-001,595 Munras,5+,Renter,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,DB,,0,
LOS ANGELES,2024,2237001017,6600 N VAN NUYS BLVD #1- #54,5+,Renter,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,DB,55,4,
LOS ANGELES,2024,5507030015,701 S HUDSON AVE,5+,Renter,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,DB,55,35,"""No other incentives"
DANVILLE,2018,216 120 037,373-383 Diablo Road,5+,Renter,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,Permit in 2018 was foundation only permit.  This was a density bonus project that creates 10 very low income units for period of 55 years through an affordable housing agreement.
OAKLAND,2021,008 067200801,2415 VALDEZ ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,DB,55,0,Construct new six-story mixed-use building with ground floor non-residential commercial spaces and 79 sleeping units and 10 affordable housing efficiency units per PLN18191. (The sleeping units were approved by the Zoning Manager per the Planning Code as m
OXNARD,2021,213-0-090-285,2001 Outlet Center Drive,5+,Renter,36,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,65,
OXNARD,2021,202-0-135-035,761 South C Street,5+,Renter,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,20,0,
ALBANY,2021,067-2832-007-03,423 Evelyn,5+,Renter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,50,
BERKELEY,2020,055 187500800,2510 Channing,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
LOS ANGELES,2024,5041025029,3720 S WESTERN AVE,5+,Renter,0,0,159,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,347,
LOS ANGELES,2024,5056003025,1601 W VENICE BLVD,5+,Renter,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,80,
LOS ANGELES,2024,5078033016,1228 S FEDORA ST,5+,Renter,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,437,
LOS ANGELES,2024,5092022007,900 S WILTON PL,5+,Renter,8,0,67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,515,
LOS ANGELES,2024,5127004032,632 E WASHINGTON BLVD,5+,Renter,0,0,55,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,184,
LOS ANGELES,2024,5540026011,1115 N HELIOTROPE DR,5+,Renter,0,0,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,411,
LOS ANGELES,2024,6031009020,7421 S BROADWAY,5+,Renter,0,0,107,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,322,
LOS ANGELES,2024,6035017001,8301 S WESTERN AVE,5+,Renter,24,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,126,
LOS ANGELES,2024,2107001067,8217 N WINNETKA AVE,5+,Renter,0,0,287,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
LOS ANGELES,2024,2126022005,6834 N BAIRD AVE,5+,Renter,0,0,72,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,2175,
LOS ANGELES,2024,2169003029,5328 N TOPANGA CANYON BLVD,5+,Renter,0,0,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,213,
LOS ANGELES,2024,2271016020,4345 N MATILIJA AVE,5+,Renter,5,0,62,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,400,
LOS ANGELES,2024,2350003011,11103 W CUMPSTON ST,5+,Renter,0,0,33,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,975,
LOS ANGELES,2024,2415002010,5814 N VINELAND AVE,5+,Renter,1,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,200,
LOS ANGELES,2024,2556027035,7937 W FOOTHILL BLVD,5+,Renter,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,70,
LOS ANGELES,2024,4006004014,6122 S VICTORIA AVE 1-11,5+,Renter,3,0,63,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,500,
LOS ANGELES,2024,5040008001,1309 W 36TH PL,5+,Renter,3,0,36,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,820,
LOS ANGELES,2024,5054009012,2755 S RAYMOND AVE,5+,Renter,1,0,55,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,788,
LOS ANGELES,2024,5062019030,2112 S LA BREA AVE,5+,Renter,0,0,127,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,146,
LOS ANGELES,2024,5069024026,5514 W PICO BLVD,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,145,
LOS ANGELES,2024,5094022008,904 S NORMANDIE AVE,5+,Renter,3,0,36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,158,
LOS ANGELES,2024,5177017023,2515 E HOUSTON ST,5+,Renter,2,0,26,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,516,
LOS ANGELES,2024,5524004007,827 N MCCADDEN PL,5+,Renter,1,0,40,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,733,
LOS ANGELES,2024,5529006029,843 N ALFRED ST,5+,Renter,8,0,106,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,658,
LOS ANGELES,2024,5537015006,1156 N KINGSLEY DR,5+,Renter,0,0,38,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,701,
LOS ANGELES,2024,5537018021,1020 N ARDMORE AVE,5+,Renter,0,0,43,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,409,
LOS ANGELES,2024,5540002021,1205 N MARIPOSA AVE,5+,Renter,3,0,135,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,366,
LOS ANGELES,2024,6020001014,920 W FLORENCE AVE 1-22,5+,Renter,0,0,37,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,80,
WESTMINSTER,2020,097-121-25,14842 Beach BLVD,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,DB,,0,100% affordable housing
SAN DIEGO,2019,6281206800,1010 OUTER RD,5+,Renter,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN DIEGO,2019,6381201700,160 W Seaward Ave,5+,Renter,0,0,0,0,0,0,14,0,123,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN JOSE,2022,46712002,995 SANTA CLARA ST,5+,Renter,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,deed restriction also AB 2162
SAN JOSE,2022,26434042,771 ALMADEN,5+,Renter,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,209,deed restriction also AB 2162
LOS ANGELES,2024,2506035010,12534 N SAN FERNANDO ROAD,5+,Renter,0,0,0,0,0,0,1,0,129,0,33,0,0,0,0,0,0,0,DB,55,1722,
FRESNO,2018,45105225,1015 E HOME AVE,5+,Renter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SANTA ANA,2021,198-132-23,2534 W Westminster Ave,5+,Renter,61,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
SOUTH SAN FRANCISCO,2018,012338140; 012338060; 012338070,150 Airport Blvd,5+,Renter,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,INC,55,0,
DAVIS,2018,70-290-XX,East Olive Drive,5+,Renter,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
SUNNYVALE,2018,16513050,311 S MATHILDA AV,5+,Renter,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,Denny's Site
SUNNYVALE,2018,-3931,828  JULIAN TR 4,5+,Owner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,30,0,
SUNNYVALE,2018,-3963,535  SAN LORENZO TR 5,5+,Owner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,30,0,
SUTTER CREEK,2023,044-020-057,NE Corner of Valley View Way/Bowers Drive,5+,Renter,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,Parking standards were the only concession.
ALHAMBRA,2020,5345-004-041,15 S Chapel Ave,5+,Owner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DB, or one (1) unit(s),0,
LA HABRA,2020,018-070-17,1802-1816 Sonata Street,5+,Owner,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,DB,0,0,"""Per State law"
FULLERTON,2023,070-222-23,3801 Franklin Ave,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,10,
SAN MATEO,2021,35320450,2089 PACIFIC BLVD,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,Converted 8 2 BR units into 16 studios
SAN MATEO,2021,35401450,1 WATERS PARK DR,5+,Owner,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,INC,1000,0,
LA MESA,2021,4943001100,8545 La Mesa Blvd,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
LA MESA,2021,4943001100,8575 La Mesa Blvd,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DB,55,0,
MORGAN HILL,2022,72625061,18302 ARAGON LN,5+,Renter,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,INC,55,0,
MORGAN HILL,2022,72625061,18316 PALOMARES LN,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,INC,55,0,
MORGAN HILL,2022,72625061,18318 PALOMARES LN,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,INC,55,0,
MORGAN HILL,2022,72625061,18320 PALOMARES LN,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,INC,55,0,
SUNNYVALE,2018,11014191,520 E WEDDELL DR,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,DB,,0,
SUNNYVALE,2018,20927107,124  HORNBEAM TR,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20947012,711 E EVELYN AV,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20567017,805  GALT TR 2,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20567022,809  GALT TR 4,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SUNNYVALE,2018,20564030,812  GALT TR 4,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,30,0,
SAN ANSELMO,2018,006-254-12,1 Lincoln Park,5+,Renter,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,DB,55,0,
LA MESA,2018,4941502800,8234-8240 University Ave,5+,Renter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
ALAMEDA COUNTY,2019,080 -0057-041-00,16060 E. 14th St,5+,Renter,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,Measure A1 Rental Housing Development Base City Allocation
SAN JOSE,2022,24966051,1319 TRIPP AV,5+,Renter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,28,deed restriction also AB 2162
SAN JOSE,2022,25947068,565 LORRAINE AVE,5+,Renter,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,50,
LOS ANGELES,2024,5501004006,235 N HOOVER ST,5+,Renter,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,0,DB,55,35,
LOS ANGELES,2024,5180001900,242 N SOTO ST,5+,Renter,0,0,0,0,0,0,0,0,76,0,0,0,0,0,76,0,0,0,DB,55,0,
LOS ANGELES,2024,5126019005,2528 S GRAND AVE,5+,Renter,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,DB,55,34,
LOS ANGELES,2024,4325019004,10770 W WILKINS AVE 1-11,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,57,
LOS ANGELES,2024,2360030017,4406 N FULTON AVE,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,DB,55,35,
LOS ANGELES,2024,5104017033,5516 S CENTRAL AVE 1-29,5+,Renter,0,0,22,0,6,0,0,0,22,0,6,0,0,0,0,0,0,0,DB,55,71,
LOS ANGELES,2024,4005004001,5800 S BRYNHURST AVE 1-27,5+,Renter,9,0,17,0,0,0,9,0,17,0,0,0,0,0,0,0,0,0,DB,55,80,
OAKLAND,2021,008 067000100,2359 Harrison ST,5+,Renter,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,20,Proposal for a new 16 story mixed use development at the Broadway Valdez Specific Plan retail priority site 5B that would include 330 dwelling units over ground floor retail and a new public plaza. The proposal includes a transfer of density generated by t
OAKLAND,2021,043 462000102,8201 MACARTHUR BLVD,5+,Owner,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""To construct an 11"
OAKLAND,2021,043 462200402,8425 MACARTHUR BLVD,5+,Owner,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""To convert an existing school structure and detached building to twenty eight dwelling units"
